,Grid_id,v1_lng,v1_lat,v2_lng,v2_lat,v3_lng,v3_lat,v4_lng,v4_lat,v5_lng,v5_lat,v6_lng,v6_lat,c_lng,c_lat,Index
858,7868818e60fe4e97,104.0097,30.687379999999997,104.01378000000001,30.69155,104.01173,30.697190000000003,104.00561,30.69867,104.00153,30.6945,104.00357,30.68886,104.00765333333332,30.693025000000002,238
6807,a4489cb381bc47c5,104.00971,30.64102,104.01379,30.64518,104.01175,30.65083,104.00563000000001,30.6523,104.00155,30.64814,104.00359,30.642490000000002,104.00767,30.64666,239
1040,0fe280af7b7ae7aa,104.00973,30.594659999999998,104.01380999999999,30.59883,104.01176,30.604470000000003,104.00564,30.60595,104.00157,30.60179,104.00361,30.596140000000002,104.00768666666666,30.600306666666665,240
2266,8584f4682edbfb74,104.00974000000001,30.54832,104.01382,30.55248,104.01178,30.558120000000002,104.00565999999999,30.55961,104.00159000000001,30.55544,104.00363,30.5498,104.00770333333334,30.553961666666666,241
2615,78493e14a4caed0f,104.0117,30.78997,104.01579,30.794140000000002,104.01375,30.79979,104.00761,30.80126,104.00352,30.797079999999998,104.00556999999999,30.79144,104.00965666666667,30.795613333333336,242
1854,36dd8a1f5da00076,104.01172,30.743570000000002,104.01581,30.747740000000004,104.01375999999999,30.753390000000003,104.00763,30.75487,104.00354,30.750690000000002,104.00559,30.74505,104.009675,30.74921833333333,243
1539,d5dd1cb77e552ae2,104.01173,30.697190000000003,104.01581999999999,30.701359999999998,104.01377,30.707009999999997,104.00765,30.708479999999998,104.00356,30.704320000000003,104.00561,30.69867,104.00968999999999,30.702838333333332,244
452,79b14d85f93977e4,104.01175,30.65083,104.01583000000001,30.65499,104.01379,30.66064,104.00766,30.66211,104.00358,30.65795,104.00563000000001,30.6523,104.00970666666666,30.65647,245
6339,2ef568511b30202b,104.01176,30.604470000000003,104.01584,30.608629999999998,104.0138,30.614279999999997,104.00768000000001,30.615759999999998,104.0036,30.611590000000003,104.00564,30.60595,104.00972,30.61011333333333,246
224,67d1db753fbd0b79,104.01178,30.558120000000002,104.01585,30.56229,104.01380999999999,30.56793,104.0077,30.569409999999998,104.00362,30.56525,104.00565999999999,30.55961,104.00973666666665,30.563768333333332,247
2393,268c1206dde1ba2b,104.01375,30.79979,104.01784,30.803959999999996,104.01579,30.80961,104.00965,30.81108,104.00556,30.8069,104.00761,30.80126,104.0117,30.805433333333337,248
4405,7e7896da107932e3,104.01375999999999,30.753390000000003,104.01785,30.757559999999998,104.0158,30.763209999999997,104.00967,30.76468,104.00558000000001,30.760509999999996,104.00763,30.75487,104.01171500000002,30.75903666666667,249
5417,1dba13c5ef308dc9,104.01377,30.707009999999997,104.01786,30.71118,104.01581,30.716820000000002,104.00968,30.7183,104.0056,30.714129999999997,104.00765,30.708479999999998,104.01172833333334,30.712653333333332,250
4034,ddfee9cf0070303a,104.01379,30.66064,104.01787,30.6648,104.01583000000001,30.67045,104.0097,30.67192,104.00562,30.667759999999998,104.00766,30.66211,104.011745,30.66628,251
875,4ac3b00a5d5abd4f,104.0138,30.614279999999997,104.01788,30.618440000000003,104.01584,30.62408,104.00972,30.625559999999997,104.00564,30.6214,104.00768000000001,30.615759999999998,104.01176,30.619919999999997,252
348,e4397e8aba211996,104.01380999999999,30.56793,104.01789000000001,30.572090000000003,104.01585,30.57773,104.00973,30.579209999999996,104.00565999999999,30.57505,104.0077,30.569409999999998,104.01177333333334,30.573570000000004,253
2806,78bb7fb1b42591a0,104.01579,30.80961,104.01988,30.813779999999998,104.01783,30.81943,104.01169,30.8209,104.00761,30.81673,104.00965,30.81108,104.01374166666665,30.815255000000004,254
5746,7944bbe4cdcde0c1,104.0158,30.763209999999997,104.01989,30.76738,104.01784,30.77303,104.01171,30.7745,104.00761999999999,30.770329999999998,104.00967,30.76468,104.013755,30.768855,255
8316,4d4771cec829688d,104.01581,30.716820000000002,104.0199,30.720990000000004,104.01785,30.726640000000003,104.01172,30.728109999999997,104.00764000000001,30.723940000000002,104.00968,30.7183,104.01376666666668,30.722466666666673,256
2140,df2cc10816de5ad6,104.01583000000001,30.67045,104.01991,30.674609999999998,104.01786,30.680259999999997,104.01174,30.68174,104.00766,30.677570000000003,104.0097,30.67192,104.01378333333332,30.676091666666668,257
7555,f401def5696f0c55,104.01584,30.62408,104.01992,30.62825,104.01788,30.63389,104.01175,30.63537,104.00766999999999,30.63121,104.00972,30.625559999999997,104.01379666666666,30.62972666666667,258
7280,949660e77d8669e3,104.01585,30.57773,104.01993,30.5819,104.01789000000001,30.58754,104.01177,30.58902,104.00769,30.58486,104.00973,30.579209999999996,104.01380999999999,30.583376666666666,259
7122,cf132375d0c314a9,104.01586,30.531390000000002,104.01994,30.53555,104.0179,30.5412,104.01178,30.542679999999997,104.00771,30.538520000000002,104.00975,30.53288,104.01382333333333,30.53703666666667,260
5105,45c356426b6b7005,104.01783,30.81943,104.02192,30.8236,104.01987,30.82925,104.01374,30.83072,104.00965,30.82655,104.01169,30.8209,104.01578333333333,30.825075,261
5984,a8553ac08ef83289,104.01784,30.77303,104.02193,30.7772,104.01988,30.78285,104.01375,30.78432,104.00966,30.78015,104.01171,30.7745,104.01579500000001,30.778674999999996,262
5449,3b7be7b6774b122b,104.01785,30.726640000000003,104.02194,30.730809999999998,104.01989,30.73645,104.01375999999999,30.73793,104.00968,30.733759999999997,104.01172,30.728109999999997,104.01580666666666,30.732283333333328,263
6913,390a600ae7dad222,104.01786,30.680259999999997,104.02195,30.68443,104.0199,30.690070000000002,104.01378000000001,30.69155,104.0097,30.687379999999997,104.01174,30.68174,104.01582166666667,30.685904999999995,264
4485,3dc3a0d7bd9f272c,104.01788,30.63389,104.02195999999999,30.63806,104.01991,30.6437,104.01379,30.64518,104.00971,30.64102,104.01175,30.63537,104.01583333333333,30.639536666666668,265
1231,3cf371556b13a7d4,104.01789000000001,30.58754,104.02197,30.5917,104.01992,30.59735,104.01380999999999,30.59883,104.00973,30.594659999999998,104.01177,30.58902,104.01584833333332,30.593183333333332,266
1951,ba8db89167fcf4c8,104.0179,30.5412,104.02197,30.54536,104.01993,30.551,104.01382,30.55248,104.00974000000001,30.54832,104.01178,30.542679999999997,104.01585666666666,30.54684,267
8353,6d304f4597f434ad,104.01988,30.78285,104.02396999999999,30.787020000000002,104.02193,30.79267,104.01579,30.794140000000002,104.0117,30.78997,104.01375,30.78432,104.01783666666665,30.788495,268
693,468eafafeb7f14d5,104.01989,30.73645,104.02398000000001,30.74062,104.02194,30.746270000000003,104.01581,30.747740000000004,104.01172,30.743570000000002,104.01375999999999,30.73793,104.01785,30.74209666666667,269
2222,a910b5067485311f,104.0199,30.690070000000002,104.02399,30.69424,104.02194,30.699890000000003,104.01581999999999,30.701359999999998,104.01173,30.697190000000003,104.01378000000001,30.69155,104.01786,30.69571666666667,270
5447,6fd10d5159a5c917,104.01991,30.6437,104.024,30.64787,104.02195,30.653509999999997,104.01583000000001,30.65499,104.01175,30.65083,104.01379,30.64518,104.01787166666666,30.64934666666667,271
3755,bddcaa37d1384e9d,104.01992,30.59735,104.024,30.601509999999998,104.02195999999999,30.60715,104.01584,30.608629999999998,104.01176,30.604470000000003,104.01380999999999,30.59883,104.01788166666667,30.602989999999995,272
2634,263b56a28905264e,104.01993,30.551,104.02401,30.555159999999997,104.02197,30.5608,104.01585,30.56229,104.01178,30.558120000000002,104.01382,30.55248,104.01789333333335,30.556641666666668,273
5745,8a0e7a01e7bd8289,104.02193,30.79267,104.02601999999999,30.796840000000003,104.02396999999999,30.802490000000002,104.01784,30.803959999999996,104.01375,30.79979,104.01579,30.794140000000002,104.01988333333333,30.798315000000002,274
6117,ab496833281ec510,104.02194,30.746270000000003,104.02601999999999,30.75044,104.02398000000001,30.756090000000004,104.01785,30.757559999999998,104.01375999999999,30.753390000000003,104.01581,30.747740000000004,104.01989333333334,30.751915,275
5986,6a2d5aa4298d1017,104.02194,30.699890000000003,104.02603,30.70405,104.02399,30.7097,104.01786,30.71118,104.01377,30.707009999999997,104.01581999999999,30.701359999999998,104.01990166666666,30.70553166666667,276
6885,8a878c747c4bb9c7,104.02195,30.653509999999997,104.02604000000001,30.65768,104.02399,30.663320000000002,104.01787,30.6648,104.01379,30.66064,104.01583000000001,30.65499,104.01991166666669,30.659156666666664,277
2642,b76f795ed9a3d55a,104.02195999999999,30.60715,104.02604000000001,30.611320000000003,104.024,30.61696,104.01788,30.618440000000003,104.0138,30.614279999999997,104.01584,30.608629999999998,104.01992,30.612796666666668,278
551,7ebeb9a4d8a89061,104.02197,30.5608,104.02605,30.56496,104.02401,30.57061,104.01789000000001,30.572090000000003,104.01380999999999,30.56793,104.01585,30.56229,104.01993,30.566446666666664,279
582,68bb38866290435c,104.02396999999999,30.802490000000002,104.02806,30.806659999999997,104.02601,30.812309999999997,104.01988,30.813779999999998,104.01579,30.80961,104.01784,30.803959999999996,104.021925,30.808134999999996,280
1949,d389793c1380ca54,104.02398000000001,30.756090000000004,104.02807,30.76026,104.02601999999999,30.765909999999998,104.01989,30.76738,104.0158,30.763209999999997,104.01785,30.757559999999998,104.021935,30.761734999999998,281
451,c6b6dcc908ef13d9,104.02399,30.7097,104.02807,30.71387,104.02603,30.719509999999996,104.0199,30.720990000000004,104.01581,30.716820000000002,104.01786,30.71118,104.02194333333334,30.715345000000003,282
2875,eec92f3ca393fb6a,104.02399,30.663320000000002,104.02808,30.66749,104.02603,30.673140000000004,104.01991,30.674609999999998,104.01583000000001,30.67045,104.01787,30.6648,104.02195166666667,30.66896833333333,283
8158,24f4a474b7acc788,104.024,30.61696,104.02808,30.62112,104.02604000000001,30.62677,104.01992,30.62825,104.01584,30.62408,104.01788,30.618440000000003,104.02195999999999,30.62260333333333,284
8054,a1b073834573b3dd,104.02401,30.57061,104.02809,30.57477,104.02605,30.580409999999997,104.01993,30.5819,104.01585,30.57773,104.01789000000001,30.572090000000003,104.02197,30.576251666666668,285
6522,7aedc33ee4ac83d3,104.02601,30.812309999999997,104.03011,30.81648,104.02806,30.822129999999998,104.02192,30.8236,104.01783,30.81943,104.01988,30.813779999999998,104.02396833333334,30.817955,286
1241,e727f5667ac16a5d,104.02601999999999,30.765909999999998,104.03011,30.77008,104.02806,30.77572,104.02193,30.7772,104.01784,30.77303,104.01989,30.76738,104.02397500000001,30.771553333333333,287
1363,e047b0ce648a1f6a,104.02603,30.719509999999996,104.03011,30.723679999999998,104.02807,30.729329999999997,104.02194,30.730809999999998,104.01785,30.726640000000003,104.0199,30.720990000000004,104.02398333333332,30.72516,288
5176,6b91684aa7dc7101,104.02603,30.673140000000004,104.03012,30.6773,104.02807,30.68295,104.02195,30.68443,104.01786,30.680259999999997,104.01991,30.674609999999998,104.02399000000001,30.67878166666667,289
766,677aa6c9a057914c,104.02604000000001,30.62677,104.03012,30.63093,104.02808,30.63658,104.02195999999999,30.63806,104.01788,30.63389,104.01992,30.62825,104.024,30.632413333333332,290
447,26a416c853f0e598,104.02605,30.580409999999997,104.03012,30.58458,104.02808,30.590220000000002,104.02197,30.5917,104.01789000000001,30.58754,104.01993,30.5819,104.02400666666666,30.58605833333333,291
8291,bec49f4dcf7d5df5,104.02605,30.53407,104.03013,30.53823,104.02809,30.543870000000002,104.02197,30.54536,104.0179,30.5412,104.01994,30.53555,104.02401333333334,30.539713333333335,292
2202,4885ccc6d900a73f,104.02806,30.822129999999998,104.03215,30.8263,104.0301,30.83195,104.02396999999999,30.83342,104.01987,30.82925,104.02192,30.8236,104.02601166666666,30.827775,293
7132,3dc8f4c2a86b1d68,104.02806,30.77572,104.03215,30.7799,104.03011,30.78554,104.02396999999999,30.787020000000002,104.01988,30.78285,104.02193,30.7772,104.02601666666668,30.78137166666667,294
307,adb7bb616c8cc4fb,104.02807,30.729329999999997,104.03216,30.7335,104.03011,30.73915,104.02398000000001,30.74062,104.01989,30.73645,104.02194,30.730809999999998,104.02602499999999,30.734976666666665,295
2118,6a2e19aab9740e29,104.02807,30.68295,104.03216,30.68712,104.03012,30.692759999999996,104.02399,30.69424,104.0199,30.690070000000002,104.02195,30.68443,104.02603166666665,30.688594999999996,296
4543,942da3b21cde186b,104.02808,30.63658,104.03216,30.64074,104.03012,30.646390000000004,104.024,30.64787,104.01991,30.6437,104.02195999999999,30.63806,104.02603833333335,30.642223333333334,297
4764,88d2083e762eb721,104.02808,30.590220000000002,104.03216,30.594379999999997,104.03012,30.60003,104.024,30.601509999999998,104.01992,30.59735,104.02197,30.5917,104.02604166666667,30.595865000000003,298
2433,a526833eb1896cdd,104.02809,30.543870000000002,104.03217,30.548029999999997,104.03013,30.55368,104.02401,30.555159999999997,104.01993,30.551,104.02197,30.54536,104.02605000000001,30.549516666666662,299
622,91882e9a93218826,104.03011,30.78554,104.0342,30.789720000000003,104.03215,30.79536,104.02601999999999,30.796840000000003,104.02193,30.79267,104.02396999999999,30.787020000000002,104.02806333333332,30.791191666666666,300
5896,0fcaaf3e771ed918,104.03011,30.73915,104.0342,30.74332,104.03216,30.748959999999997,104.02601999999999,30.75044,104.02194,30.746270000000003,104.02398000000001,30.74062,104.02806833333334,30.744793333333334,301
5403,6b6d66e2dc5c90b7,104.03012,30.692759999999996,104.0342,30.69693,104.03216,30.702579999999998,104.02603,30.70405,104.02194,30.699890000000003,104.02399,30.69424,104.02807333333334,30.698408333333333,302
2571,61fa97c4227a2d73,104.03012,30.646390000000004,104.0342,30.65055,104.03216,30.6562,104.02604000000001,30.65768,104.02195,30.653509999999997,104.024,30.64787,104.02807833333334,30.652033333333335,303
1573,24b2cb1737723e8a,104.03012,30.60003,104.0342,30.604190000000003,104.03216,30.609840000000002,104.02604000000001,30.611320000000003,104.02195999999999,30.60715,104.024,30.601509999999998,104.02808,30.605673333333332,304
562,6a54e2deaeffaa89,104.03013,30.55368,104.0342,30.557840000000002,104.03217,30.56348,104.02605,30.56496,104.02197,30.5608,104.02401,30.555159999999997,104.02808833333332,30.55932,305
7148,5e0cfb5cfb7c4deb,104.03215,30.79536,104.03624,30.799540000000004,104.0342,30.805190000000003,104.02806,30.806659999999997,104.02396999999999,30.802490000000002,104.02601999999999,30.796840000000003,104.03010666666667,30.801013333333334,306
4692,d7d7be58acc02238,104.03216,30.748959999999997,104.03624,30.753140000000002,104.0342,30.758779999999998,104.02807,30.76026,104.02398000000001,30.756090000000004,104.02601999999999,30.75044,104.03011166666668,30.754611666666666,307
2905,968cbb1ad19d4e55,104.03216,30.702579999999998,104.03624,30.70675,104.0342,30.712390000000003,104.02807,30.71387,104.02399,30.7097,104.02603,30.70405,104.03011500000001,30.708223333333333,308
4653,57d92ad44de2d8cb,104.03216,30.6562,104.03624,30.66037,104.0342,30.666009999999996,104.02808,30.66749,104.02399,30.663320000000002,104.02604000000001,30.65768,104.03011833333333,30.661845,309
6607,f4feb1a378262805,104.03216,30.609840000000002,104.03624,30.614,104.0342,30.619640000000004,104.02808,30.62112,104.024,30.61696,104.02604000000001,30.611320000000003,104.03012,30.61548,310
1142,bf518346880c2e1f,104.03217,30.56348,104.03624,30.56764,104.0342,30.573290000000004,104.02809,30.57477,104.02401,30.57061,104.02605,30.56496,104.03012666666666,30.569124999999996,311
3392,a4051962ebeb700b,104.0342,30.805190000000003,104.03829,30.809359999999998,104.03624,30.815009999999997,104.03011,30.81648,104.02601,30.812309999999997,104.02806,30.806659999999997,104.03215166666666,30.810834999999997,312
2232,b70d6b31c926f934,104.0342,30.758779999999998,104.03829,30.76295,104.03624,30.7686,104.03011,30.77008,104.02601999999999,30.765909999999998,104.02807,30.76026,104.03215499999999,30.764429999999994,313
2711,640da10ce5dc3a31,104.0342,30.712390000000003,104.03829,30.716559999999998,104.03624,30.722209999999997,104.03011,30.723679999999998,104.02603,30.719509999999996,104.02807,30.71387,104.03215666666667,30.718036666666666,314
6549,1a58df7312309bd0,104.0342,30.619640000000004,104.03828,30.62381,104.03624,30.62945,104.03012,30.63093,104.02604000000001,30.62677,104.02808,30.62112,104.03216000000002,30.625286666666664,315
4758,1807da3d0f1f9c97,104.0342,30.666009999999996,104.03829,30.67018,104.03624,30.67582,104.03012,30.6773,104.02603,30.673140000000004,104.02808,30.66749,104.03216000000002,30.671656666666667,316
6151,134f06cc41d3604d,104.0342,30.573290000000004,104.03828,30.57745,104.03624,30.583090000000002,104.03012,30.58458,104.02605,30.580409999999997,104.02809,30.57477,104.03216333333334,30.578931666666666,317
4609,a43325d6643074ca,104.03624,30.7686,104.04033000000001,30.77277,104.03829,30.77842,104.03215,30.7799,104.02806,30.77572,104.03011,30.77008,104.03419666666667,30.774248333333333,318
8213,88b82d5ae3f7548d,104.03624,30.815009999999997,104.04034,30.81918,104.03829,30.82483,104.03215,30.8263,104.02806,30.822129999999998,104.03011,30.81648,104.03419833333334,30.820655,319
7523,f804803dd1285ce1,104.03624,30.722209999999997,104.04033000000001,30.72638,104.03829,30.732020000000002,104.03216,30.7335,104.02807,30.729329999999997,104.03011,30.723679999999998,104.0342,30.727853333333332,320
4597,ca0b0f5e412a4fc1,104.03624,30.583090000000002,104.04032,30.587259999999997,104.03828,30.5929,104.03216,30.594379999999997,104.02808,30.590220000000002,104.03012,30.58458,104.03420000000001,30.588738333333335,321
186,11506daa7b1c4cc6,104.03624,30.67582,104.04033000000001,30.679990000000004,104.03829,30.685640000000003,104.03216,30.68712,104.02807,30.68295,104.03012,30.6773,104.03420166666666,30.681470000000004,322
1120,0312d7104242036d,104.03624,30.62945,104.04033000000001,30.63362,104.03828,30.639259999999997,104.03216,30.64074,104.02808,30.63658,104.03012,30.63093,104.03420166666668,30.63509666666667,323
5406,02ce8118cc4c9367,104.03624,30.53675,104.04032,30.540909999999997,104.03828,30.54655,104.03217,30.548029999999997,104.02809,30.543870000000002,104.03013,30.53823,104.034205,30.542389999999997,324
7315,3b9c8d234c9b6b94,104.03828,30.5929,104.04236,30.59706,104.04032,30.60271,104.0342,30.604190000000003,104.03012,30.60003,104.03216,30.594379999999997,104.03624,30.598545,325
7503,fb3a74739fb3599f,104.03828,30.54655,104.04236,30.55071,104.04032,30.556359999999998,104.0342,30.557840000000002,104.03013,30.55368,104.03217,30.548029999999997,104.03624333333333,30.552194999999994,326
4298,641a3f669400dc3f,104.03828,30.639259999999997,104.04236999999999,30.64343,104.04033000000001,30.649070000000002,104.0342,30.65055,104.03012,30.646390000000004,104.03216,30.64074,104.03624333333333,30.644906666666667,327
5000,7229fcda2da50078,104.03829,30.77842,104.04238000000001,30.782590000000003,104.04033000000001,30.788240000000002,104.0342,30.789720000000003,104.03011,30.78554,104.03215,30.7799,104.03624333333333,30.784068333333337,328
8471,0d64cc13d94eae53,104.03829,30.82483,104.04238000000001,30.829009999999997,104.04034,30.83465,104.0342,30.836129999999997,104.0301,30.83195,104.03215,30.8263,104.03624333333335,30.830478333333332,329
600,1299e4a7eff212ae,104.03829,30.685640000000003,104.04236999999999,30.689809999999998,104.04033000000001,30.69545,104.0342,30.69693,104.03012,30.692759999999996,104.03216,30.68712,104.036245,30.691284999999997,330
5419,241e3c0b5d48271f,104.03829,30.732020000000002,104.04238000000001,30.73619,104.04033000000001,30.741840000000003,104.0342,30.74332,104.03011,30.73915,104.03216,30.7335,104.036245,30.737669999999998,331
2756,e76e4d3d9462ead9,104.04032,30.556359999999998,104.0444,30.56052,104.04236,30.566159999999996,104.03624,30.56764,104.03217,30.56348,104.0342,30.557840000000002,104.03828166666665,30.561999999999998,332
4058,8389b3717e0e9195,104.04032,30.60271,104.04441,30.60687,104.04236999999999,30.61252,104.03624,30.614,104.03216,30.609840000000002,104.0342,30.604190000000003,104.03828333333335,30.608355,333
6122,4acbf16402546104,104.04033000000001,30.649070000000002,104.04441,30.653240000000004,104.04236999999999,30.658890000000003,104.03624,30.66037,104.03216,30.6562,104.0342,30.65055,104.03828500000002,30.65472,334
4877,83b441c671abf049,104.04033000000001,30.69545,104.04442,30.69962,104.04236999999999,30.705270000000002,104.03624,30.70675,104.03216,30.702579999999998,104.0342,30.69693,104.03828666666668,30.7011,335
4838,0fa6620ea06e92fe,104.04033000000001,30.741840000000003,104.04442,30.74601,104.04238000000001,30.751659999999998,104.03624,30.753140000000002,104.03216,30.748959999999997,104.0342,30.74332,104.03828833333334,30.747488333333333,336
3959,0876fad9a290ad6f,104.04033000000001,30.788240000000002,104.04443,30.792409999999997,104.04238000000001,30.798059999999996,104.03624,30.799540000000004,104.03215,30.79536,104.0342,30.789720000000003,104.03828833333334,30.79388833333333,337
731,29b83670e592b8ee,104.04236,30.566159999999996,104.04644,30.570320000000002,104.0444,30.57597,104.03828,30.57745,104.0342,30.573290000000004,104.03624,30.56764,104.04032000000001,30.571805,338
7849,02cba94d3505cf2d,104.04236999999999,30.61252,104.04645,30.61668,104.04441,30.622329999999998,104.03828,30.62381,104.0342,30.619640000000004,104.03624,30.614,104.040325,30.61816333333333,339
3815,7e69074f34788f2c,104.04236999999999,30.658890000000003,104.04645,30.66305,104.04441,30.6687,104.03829,30.67018,104.0342,30.666009999999996,104.03624,30.66037,104.04032666666667,30.664533333333335,340
1402,28129de1881e438e,104.04236999999999,30.705270000000002,104.04646,30.70944,104.04442,30.71508,104.03829,30.716559999999998,104.0342,30.712390000000003,104.03624,30.70675,104.04033,30.710915,341
1344,01ff9aadfb203451,104.04238000000001,30.751659999999998,104.04647,30.75583,104.04442,30.76148,104.03829,30.76295,104.0342,30.758779999999998,104.03624,30.753140000000002,104.04033333333335,30.757306666666665,342
1955,46d436e0a83ebb99,104.04238000000001,30.798059999999996,104.04647,30.80224,104.04443,30.807879999999997,104.03829,30.809359999999998,104.0342,30.805190000000003,104.03624,30.799540000000004,104.04033500000001,30.80371166666667,343
2490,9ba11123d0d92fd0,104.0444,30.57597,104.04848,30.58013,104.04644,30.58577,104.04032,30.587259999999997,104.03624,30.583090000000002,104.03828,30.57745,104.04235999999999,30.58161166666667,344
321,a0aecf3970f1e4e7,104.04441,30.622329999999998,104.04849,30.626490000000004,104.04645,30.632140000000003,104.04033000000001,30.63362,104.03624,30.62945,104.03828,30.62381,104.04236666666667,30.62797333333333,345
1910,c4eee887bf7c773d,104.04441,30.6687,104.0485,30.67287,104.04646,30.67851,104.04033000000001,30.679990000000004,104.03624,30.67582,104.03829,30.67018,104.04237166666667,30.674345000000002,346
202,f58efa07b5f95620,104.04442,30.71508,104.0485,30.71925,104.04646,30.7249,104.04033000000001,30.72638,104.03624,30.722209999999997,104.03829,30.716559999999998,104.04237333333333,30.72073,347
4295,06b7dfef8722f607,104.04442,30.76148,104.04851,30.76565,104.04647,30.7713,104.04033000000001,30.77277,104.03624,30.7686,104.03829,30.76295,104.04237666666667,30.767124999999997,348
1031,51a43407890a197a,104.04443,30.807879999999997,104.04852,30.81206,104.04647,30.817709999999998,104.04034,30.81918,104.03624,30.815009999999997,104.03829,30.809359999999998,104.04238166666666,30.81353333333333,349
4290,5921b73ffa2acb93,104.04644,30.53942,104.05051999999999,30.54358,104.04848,30.549229999999998,104.04236,30.55071,104.03828,30.54655,104.04032,30.540909999999997,104.0444,30.545066666666667,350
3863,d75353007063fd8f,104.04644,30.58577,104.05051999999999,30.589940000000002,104.04848,30.595579999999998,104.04236,30.59706,104.03828,30.5929,104.04032,30.587259999999997,104.0444,30.591418333333333,351
2259,e45b8f4573ae4b06,104.04645,30.632140000000003,104.05053000000001,30.6363,104.04849,30.64195,104.04236999999999,30.64343,104.03828,30.639259999999997,104.04033000000001,30.63362,104.04440833333335,30.637783333333335,352
1977,83fd0dce987f46ea,104.04646,30.67851,104.05054,30.682679999999998,104.0485,30.68833,104.04236999999999,30.689809999999998,104.03829,30.685640000000003,104.04033000000001,30.679990000000004,104.044415,30.684160000000002,353
2619,926d27c14e84f5d0,104.04646,30.7249,104.05055,30.72907,104.04851,30.734720000000003,104.04238000000001,30.73619,104.03829,30.732020000000002,104.04033000000001,30.72638,104.04442,30.73054666666667,354
8136,911411a9cf12c95d,104.04647,30.7713,104.05056,30.775470000000002,104.04851,30.78112,104.04238000000001,30.782590000000003,104.03829,30.77842,104.04033000000001,30.77277,104.04442333333333,30.776945,355
5792,cc3725901f1fa2ec,104.04647,30.817709999999998,104.05057,30.82188,104.04852,30.82753,104.04238000000001,30.829009999999997,104.03829,30.82483,104.04034,30.81918,104.04442833333333,30.823356666666665,356
7997,9c686217a5441176,104.04848,30.549229999999998,104.05256,30.553390000000004,104.05051999999999,30.55903,104.0444,30.56052,104.04032,30.556359999999998,104.04236,30.55071,104.04644,30.554873333333333,357
5168,c89fe67fc50bb8d3,104.04848,30.595579999999998,104.05256999999999,30.59975,104.05053000000001,30.605390000000003,104.04441,30.60687,104.04032,30.60271,104.04236,30.59706,104.04644499999999,30.601226666666665,358
3610,90b162436d3fff7d,104.04849,30.64195,104.05258,30.646109999999997,104.05054,30.651759999999996,104.04441,30.653240000000004,104.04033000000001,30.649070000000002,104.04236999999999,30.64343,104.04645333333333,30.647593333333333,359
7966,2eadb9d8f64572ff,104.0485,30.68833,104.05259000000001,30.692490000000003,104.05054,30.698140000000002,104.04442,30.69962,104.04033000000001,30.69545,104.04236999999999,30.689809999999998,104.04645833333335,30.693973333333332,360
5487,507be503ccbadd49,104.04851,30.734720000000003,104.0526,30.73889,104.05055,30.744529999999997,104.04442,30.74601,104.04033000000001,30.741840000000003,104.04238000000001,30.73619,104.046465,30.740363333333335,361
2348,714ae48496bcc332,104.04851,30.78112,104.05261,30.785290000000003,104.05056,30.790940000000003,104.04443,30.792409999999997,104.04033000000001,30.788240000000002,104.04238000000001,30.782590000000003,104.04647,30.786765000000003,362
7505,099a65d6ef85bb43,104.05051999999999,30.55903,104.0546,30.563190000000002,104.05256,30.56884,104.04644,30.570320000000002,104.04236,30.566159999999996,104.0444,30.56052,104.04848,30.564676666666667,363
8226,b31c4cc0c729f6d6,104.05053000000001,30.605390000000003,104.05461,30.60955,104.05256999999999,30.6152,104.04645,30.61668,104.04236999999999,30.61252,104.04441,30.60687,104.04849,30.611034999999998,364
7257,fbaa383ce45f269e,104.05054,30.651759999999996,104.05462,30.655929999999998,104.05258,30.66157,104.04645,30.66305,104.04236999999999,30.658890000000003,104.04441,30.653240000000004,104.04849499999999,30.65740666666667,365
701,2debe6ae3fa8ef6d,104.05054,30.698140000000002,104.05463,30.702309999999997,104.05259000000001,30.707959999999996,104.04646,30.70944,104.04236999999999,30.705270000000002,104.04442,30.69962,104.04850166666665,30.70379,366
2718,e6f915b79c6bdadc,104.05055,30.744529999999997,104.05464,30.74871,104.0526,30.75435,104.04647,30.75583,104.04238000000001,30.751659999999998,104.04442,30.74601,104.04851000000001,30.750181666666663,367
6395,afcd0b4d243baf7e,104.05056,30.790940000000003,104.05465,30.795109999999998,104.05261,30.800759999999997,104.04647,30.80224,104.04238000000001,30.798059999999996,104.04443,30.792409999999997,104.04851666666667,30.796586666666666,368
4402,c2efbbca286cc26e,104.05256,30.56884,104.05664,30.573,104.0546,30.57865,104.04848,30.58013,104.0444,30.57597,104.04644,30.570320000000002,104.05051999999999,30.574485,369
856,2e6b3010077a22bc,104.05256999999999,30.6152,104.05665,30.619359999999997,104.05461,30.625009999999996,104.04849,30.626490000000004,104.04441,30.622329999999998,104.04645,30.61668,104.05052999999998,30.620845,370
3128,b0a4bc0e35c6f566,104.05258,30.66157,104.05667,30.665740000000003,104.05462,30.671390000000002,104.0485,30.67287,104.04441,30.6687,104.04645,30.66305,104.05053833333334,30.667220000000004,371
6101,f833327e2e48244f,104.05259000000001,30.707959999999996,104.05668,30.71213,104.05464,30.71777,104.0485,30.71925,104.04442,30.71508,104.04646,30.70944,104.05054833333334,30.713604999999998,372
5331,7909e9fb0ac4b056,104.0526,30.75435,104.05669,30.75852,104.05465,30.76417,104.04851,30.76565,104.04442,30.76148,104.04647,30.75583,104.05055666666665,30.76,373
